Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Dark Melgis, the Shadow Flame	TTW	TTW-081	TTW-081	Resonator	Shadow/Seven Kings	{b}{b}{2}	4	1000	1000	Dark	U	[Awakening] {r}: When this card enters your field, it deals 1000 damage to target resonator.
Dark Rezzard, the Dying Shadow	TTW	TTW-082	TTW-082	Resonator	Shadow/Seven Kings	{b}{b}{b}	3	800	800	Dark	R	[Stealth] You control three or more Shadow resonators. (While this card is in your chant-standy area, you may play it without paying its cost when its [Stealth] condition is met.) When this card enters your field from a chant-standby area, you may banish another resonator. If you do, your opponent discards a card and banishes a resonator.
Elisabeth, Shadow Princess of Blood	TTW	TTW-083	TTW-083	Resonator	Shadow/Vampire	{b}{b}{1}	3	200	900	Dark	SR	When a resonator is put into a graveyard from your opponent's field, recover this card and it gains [+400/0] until end of turn.
Jeanne d'Arc, Shadow Princess of Purity	TTW	TTW-084	TTW-084	Resonator	Shadow	{b}	1	300	300	Dark	R	When a resonator is put into a graveyard from your opponent's field, rest target resonator your opponent controls.
Progenitor Demon	TTW	TTW-085	TTW-085	Resonator	Demon	{b}{1}	2	600	300	Dark	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Recollection of Dystopia	TTW	TTW-086	TTW-086	Spell:Chant		{b}{b}	2			Dark	R	Your opponent banishes a resonator. As long as your J-ruler is "Dark Alice, Maiden of Slaughter", you may pay {b}{b} less to play its God's Art abilities this turn.
Shadow Assassin	TTW	TTW-087	TTW-087	Resonator	Shadow	{b}{b}	2	100	500	Dark	C	When this card deals damage to a resonator, destroy that resonator.
Shadow Doppelganger	TTW	TTW-088	TTW-088	Resonator	Shadow	{b}{3}	4	0	0	Dark	U	As this card enters your field, you may remove a resonator in your graveyard from the game. If you do, this card enters your field as a copy of the card removed this way.
The Scorn of Dark Alice	TTW	TTW-089	TTW-089	Spell:Chant		{b}	1			Dark	C	Look at target opponent's hand and choose a resonator. They discard that card.
Unseen Pressure	TTW	TTW-090	TTW-090	Spell:Chant-Instant		{b}	1			Dark	C	Destroy target resonator with 400 or less ATK.
Dark Machina, Gliding Shadow	TTW	TTW-091	TTW-091	Resonator	Shadow/Seven Kings	{3}	3	400	400	Void	R	When this card enters your field, search your main deck for a card with no attribute, reveal it and put it into your hand. Then shuffle your main deck.
Deployable Defense Device	TTW	TTW-092	TTW-092	Resonator	Machine	{3}	3	0	1200	Void	U	Banish this card: Target addition or regalia cannot be destroyed until end of turn.
Mass Produced Giant Land Mine	TTW	TTW-093	TTW-093	Resonator	Machine	{2}	2	0	100	Void	C	[Stealth] When a J/resonator you control is attacked.(While this card is in your chant-standby area, you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field from a chant-standby area, it deals 1000 damage to target attacking J/resonator.
Mechanical Knight	TTW	TTW-094	TTW-094	Resonator	Machine/Knight of the Round Table	{2}	2	600	600	Void	C	{1}: This card gains [Target Attack] until end of turn.
Mechanical Sprite	TTW	TTW-095	TTW-095	Resonator	Machine/Fairy	{1}	1	300	300	Void	C	{1}: This card gains [Flying] until end of turn.
Change the World, Orb of Illusion	TTW	TTW-096	TTW-096	Regalia		0	0			Void	R	[Rest] Put a magic counter on your J/ruler. [Rest] remove a magic counter from your J-ruler: If your J-ruler has no ATK and DEF, recover it. {g}, [Rest] remove two magic counters from your J/ruler: Draw a card.
Excalibur, the God's Sword	TTW	TTW-097	TTW-097	Regalia		0	0			Void	R	Your J-ruler gains [Target Attack].[Rest] You J-ruler gains [+200/+200] until end of turn. It it's "Faria, the Ruler of God Sword", it gains Imperishable until end of turn and you may pay {2} less to play its God's Art abilities this turn.Discard this card: Produce {w}.Banish this card: You J-ruler gains Imperishable this turn.
Excalibur, the Spirit God's Sword	TTW	TTW-098	TTW-098	Regalia		{2}	2			Void	R	Your J-ruler gains [+100/+100] for each resonator you control.[Rest] Produce {w}, {r}, {u}, {g}, or {b}. Spend that will only to play Fairy resonators.Banish this card: Your J-ruler gains Imperishable until end of turn.
Laevateinn, the Demon Sword	TTW	TTW-099	TTW-099	Regalia		0	0			Void	R	Your J-ruler gains [Swiftness].[Rest] Until end of turn, if your J-ruler would deal damage, it deals that much +200 instead. If your J-ruler is "Melgis, the One Charmed by the Demon Sword", it gains Imperishable until end of turn and you may pay {2} less to play its God's Art abilities this turn.Banish a resonator: Recover this card.Discard another card named "Laevateinn, the Demon Sword": Produce {r}.Banish this card: Your J-ruler gains Imperishable until end of turn.
Schrodinger, the Fallen Black Cat	TTW	TTW-100	TTW-100	Regalia		{3}	3			Void	R	As long as there are five or more cards in your opponent's removed area, your J-ruler gains [+500/+500]. As long as there are ten or more cards in your opponent's removed area, your J-ruler gains [Swiftness] and [Target Attack].[Rest] Produce {w}, {r}, {u}, {g}, or {b}.Banish this card: Your J-ruler gains Imperishable until end of turn.
Alice, the Ally of Fairies | Alice, Paladin of Unwavering Hope	TTW	TTW-111-r,TTW-111-j	TTW-111	Ruler	Wanderer			0 | 1100	0 | 1100	Light	R	[Judgment] 7. You may pay 1 less to play this ability for each Fairy you control. [Energize] {w} This card gains "Alice, Girl of the Lake" in addition to its other names.  |  [Flying] This card gains "Alice, Fairy Queen" in addition to its other names. When this card enters your field ⇒ Recover all Fairies you control. God's Art [Return to Arcadia] {w}: J/resonators you control gain [+200/+200]. Search your deck for a card named "Excalibur, the Spirit God's Sword" and put it into your field. Then shuffle your deck. (Play God's Art [Return to Arcadia] only once per game.)
Angel of Wisdom, Cherudim	TMS	TMS-001	TMS-001	Resonator	Angel	{w}{1}	2	500	500	Light	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Awakening] {m}: When this card enters your field, destroy target fire or darkness resonator. If you do, put two [+100/+100] counters on this card.
Crescent Moon Magician	TMS	TMS-002	TMS-002	Resonator	Wererabbit	{w}	1	200	600	Light	R	[Awakening] {m}{1}: When this card enters your field, it deals 600 damage to target rested resonator. If damage was dealt this way, put two [+100/+100] counters on this card.
Friend from Another World, Kaguya | Kaguya, the Moonlit Savior	TMS	TMS-003-r,TMS-003-j	TMS-003	Ruler	Wanderer/Little Girl			0 | 700	0 | 900	Light/Wind	R	[Judgment] {w}{m}{1} You may spend {m} as though it were {g}. Whenever a Moon enters your field, you may draw a card. | You may spend {m} as though it were {g}. Whenever you awaken a card, put two [+100/+100] counters on this card. {m}: Cancel target automatic ability. {w}{1}: Prevent the next damage that would be dealt to this card this turn. God's Art [Light of the Sacred Moon] {w}{m}{3}: Rest all J/resonators your opponent controls. Then recover all magic stones you control. You may pay [Awakening] costs {m} less this turn. (Play God's Art [Light of the Sacred Moon] only once per game.)
Holy Moon of Pure Nights	TMS	TMS-004	TMS-004	Addition:Field		{w}{1}	2			Light	U	J/resonators you control with [Awakening] gain [+200/+200]. {m}{2}: Rest target J-ruler.
Izanagi, Keeper of the Seal	TMS	TMS-005	TMS-005	Resonator	Myth	{w}{w}{4}	6	1100	1100	Light	SR	When this card enters your field, you may remove up to three target resonators and/or regalia your opponent controls from the game. When this card leaves your field for a non-field zone, put those removed cards into their owner's hands. This card gains [+300/+300] for each card in all removed areas that was removed by this card.
Kaguya's Premonition	TMS	TMS-006	TMS-006	Spell:Chant-Instant		{w}	1			Light	C	Target resonator gains [+200/+400] until end of turn. [Awakening] {m}: Prevent the next damage that would be dealt to that resonator this turn. For each 100 damage prevented this way, put a [+100/+100] counter on it.
Knight of the Solstice	TMS	TMS-007	TMS-007	Resonator	Wererabbit	{w}{2}	3	700	700	Light	R	When this card enters your field, search your main deck for a Moon, reveal it and put it into your hand. Then shuffle your main deck.
Luminescent Bamboo Bullet	TMS	TMS-008	TMS-008	Spell:Chant		{w}{1}	2			Light	R	Destroy target rested resonator. Destroy up to one second target rested resonator if this card was awakened. [Awakening] {m}{1}.
Lunar Ibis	TMS	TMS-009	TMS-009	Resonator	Bird	{w}	1	300	300	Light	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Awakening] {m}: When this card enters your field, recover target resonator. If you do, put two [+100/+100] counters on this card.
Moonbreeze Fairy	TMS	TMS-010	TMS-010	Resonator	Fairy	{w}	1	300	200	Light	C	[Flying] {m}: Fairies you control gain [+200/+200] until end of turn. Play this ability only once per turn.
Pale Savior	TMS	TMS-011	TMS-011	Spell:Chant-Standby		{w}{2}	3			Light	C	[Trigger] A J/resonator your opponent controlled dealt damage to you this turn: You may put a light resonator with total cost 4 or less from your hand into your field.
Seal of Shining Bamboo	TMS	TMS-012	TMS-012	Addition:Resonator		{w}	1			Light	C	Added resonator cannot attack. {m}: Rest added resonator.
Shining Strike	TMS	TMS-013	TMS-013	Spell:Chant-Instant		{w}	1			Light	U	Choose one - Rest target resonator. Draw a card; or rest target J/resonator. Draw a card. Choose the second only if your J/ruler has "Kaguya" in its name.
Temple Monk	TMS	TMS-014	TMS-014	Resonator	Bishop	{w}	1	200	400	Light	C	When this card enters your field, you gain 400 life.
Tristan, the Knight of Sorrow	TMS	TMS-015	TMS-015	Resonator	Knight of the Round Table	{w}{2}	3	600	600	Light	U	As long as you control another Knight of the Round Table, this card gains [Swiftness]. Whenever this card attacks, resonators you control gain [+100/+0] until end of turn.
Tsukuyomi Noble	TMS	TMS-016	TMS-016	Resonator	Myth/Moon	{w}{w}	2	500	700	Light	SR	Players cannot play activate abilities of resonators they control unless they control a Moon. [Awakening] {m}: When this card enters your field, destroy target non-Moon addition. If you do, put two [+100/+100] counters on this card.
Veteran Master	TMS	TMS-017	TMS-017	Resonator	Knight	{w}{2}	3	600	600	Light	C	[Rest] Target resonator with total cost 2 or less gains [+200/+200] until end of turn.
Athena, Titan of Revenge	TMS	TMS-018	TMS-018	Resonator	Twelve Apostles	{r}{r}{1}	3	700	700	Fire	SR	[Swiftness] (This card can attack and you can play its Rest abilities the same turn it enters a field.) Whenever damage is dealt to you, put two [+100/+100] counters on this card. {r}: This card deals 100 damage to each player.
Blazing Metropolis, Vell-Savaria	TMS	TMS-019	TMS-019	Addition:Field		{r}{r}{2}	4			Fire	U	Fire [Spell:Chant] and [Spell:Chant-Instant] cards in your graveyard gain [Remnant]. If a card would be put into your graveyard from anywhere, remove it from the game instead.
Blessing of Athena	TMS	TMS-020	TMS-020	Addition:Resonator		{r}	1			Fire	C	Whenever added resonator attacks, it gains [+500/+500] until end of turn and deals 500 damage to you.
Demonflame	TMS	TMS-021	TMS-021	Spell:Chant-Instant		{r}	1			Fire	U	Choose one - This card deals 500 damage to target resonator; or destroy target resonator that was dealt damage this turn.
Infernal Spirit of Vell-Savaria	TMS	TMS-022	TMS-022	Resonator	Spirit	{r}	1	400	400	Fire	C	Whenever this card attacks, it deals 200 damage to you.
Keeper of the Future, Skuld	TMS	TMS-023	TMS-023	Resonator	Goddess	{r}{1}	2	500	500	Fire	SR	When this card enters your field, remove the top two cards of your main deck from the game. This card deals 100 damage multiplied by the combined total cost of the cards removed this way to target J/resonator.As long as there are ten or more cards in your removed area, this card gains [+300/+300] and [Swiftness].
Keeper of the Past, Urthr	TMS	TMS-024	TMS-024	Resonator	Goddess	{r}{2}	3	800	800	Fire	R	When this card enters your field, you may remove up to two cards in your graveyard from the game. If you do, it deals 200 damage multiplied by the combined total cost of the cards removed this way to target J/resonator.As long as there are ten or more cards in your removed area, this card gains [+300/+300] and [Target Attack].
Keeper of the Present, Verdandi	TMS	TMS-025	TMS-025	Resonator	Goddess	{r}	1	100	100	Fire	R	When this card enters your field, you may remove a card in your hand from the game. If you do, draw a card.As long as there are ten or more cards in your removed area, this card gains [+900/+900] and [First Strike].
Memory of Disappearance	TMS	TMS-026	TMS-026	Spell:Chant		{r}	1			Fire	R	Put target card from your removed area into your hand.
Memory of Flame	TMS	TMS-027	TMS-027	Spell:Chant-Standby		{r}{1}	2			Fire	C	[Trigger] When you play a [Spell:Chant] or [Spell:Chant-Instant] card: If target [Spell:Chant] or [Spell:Chant-Instant] spell would deal damage, it deals that much +600 instead.
Mordred, the Traitor	TMS	TMS-028	TMS-028	Resonator	Knight of the Round Table	{r}{r}{2}	4	900	900	Fire	U	Whenever this card attacks, you may banish another resonator. If you do, this card deals 1000 damage to target resonator.
Rukh Egg	TMS	TMS-029	TMS-029	Resonator	Egg	{r}	1	0	200	Fire	C	This card cannot attackWhen this card is put into a graveyard from your field, search your main deck for a fire resonator, reveal it and put it into your hand. Then shuffle your main deck.
Spirit of Certo	TMS	TMS-030	TMS-030	Resonator	Spirit	{r}{r}{1}	3	900	400	Fire	C	[Swiftness] (This card can attack and you can play its Rest abilities the same turn it enters a field.)
The Observer | Timeline Arsonist, Alisaris	TMS	TMS-031-r,TMS-031-j	TMS-031	Ruler	Wizard			0 | 1000	0 | 1000	Fire	R	[Judgment] {r}{r}{12} You may pay {1} less to play this ability for each card in your removed area. | When this card enters your field, search your main deck for a card named "Blazing Metropolis, Vell-Savaria", reveal it and put it into your hand. Then shuffle your main deck. Resonators you control gain [Swiftness], [Target Attack], and [First Strike]. God's Art [Total Recall] {r}{r}{2}: This card deals 100 damage to each J/resonator your opponent controls for each card in your removed area. Then, you may put any number of cards from your removed area into your graveyard. (Play God's Art [Total Recall] only once per game.)
Time Traveling Emissary	TMS	TMS-032	TMS-032	Resonator	Wizard	{r}	1	0	400	Fire	C	[Rest] remove the top card of your main deck from the game: This card deals 200 damage to target resonator.
Torching the Timeline	TMS	TMS-033	TMS-033	Spell:Chant-Instant		{r}	1			Fire	C	This card deals 100 damage to target resonator for each card in your removed area.
Vell-Savarian Dragon	TMS	TMS-034	TMS-034	Resonator	Dragon	{r}{1}	2	500	500	Fire	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card enters your field, remove the top two cards of your main deck from the game. Whenever this card attacks, remove the top two cards of your main deck from the game.
Dance of Inspiration	TMS	TMS-035	TMS-035	Spell:Chant-Instant		{u}	1			Water	C	Target water resonator gains [0/+400] until end of turn. Recover that resonator.
Drill Sergeant	TMS	TMS-036	TMS-036	Resonator	Human	{u}{2}	3	700	700	Water	R	Whenever this card attacks or blocks, reveal the top card of your deck. If it's a resonator, resonators you control gain [+300/+300]. Otherwise, return this card to its owner's hand.
Dying's Swallow	TMS	TMS-037	TMS-037	Resonator	Fairy Tale	{u}	1	100	100	Water	U	This card enters your field rested. {u}{u}{u}, [Rest] Put this card on top of your main deck. Search your main deck for up to three Fairy Tale resonators, reveal them and put them into your hand. Then shuffle your main deck.
Flower Kingdom	TMS	TMS-038	TMS-038	Addition:Field		{u}{1}	2			Water	U	Fairy Tale resonators you control gain [+200/+200]. {u}{1}: Target resonator loses all races and becomes a Fairy Tale until end of turn.
Magic Conductor's Baton	TMS	TMS-039	TMS-039	Addition:Resonator		{u}	1			Water	C	When this card enters your field, draw a card. Added resonator gains "[Rest] Recover another target resonator."
Muse, Celestial of Music	TMS	TMS-040	TMS-040	Resonator	Myth	{u}{1}	2	400	600	Water	SR	When this card enters your field, name a card type. Reveal the top card of your main deck. If it's the named type, put it into your hand. If a resonator you control would be dealt damage less than its DEF, prevent it.
Musician of Shangri-La	TMS	TMS-041	TMS-041	Resonator	Human	{u}	1	300	300	Water	C	When this card attacks or blocks, reveal the top card of your main deck. If it's a resonator, this card gains [+200/+200] until end of turn. Otherwise, return this card to its owner's hand.
Peasant Revolt	TMS	TMS-042	TMS-042	Resonator	Human	{u}{1}	2	500	500	Water	C	When this card enters your field, you may put a water resonator with total cost 1 from your hand into your field.
Prison in the Lunar Lake	TMS	TMS-043	TMS-043	Spell:Chant-Standby		{u}{2}	3			Water	C	[Trigger] When your opponent plays an automatic ability of a resonator they control that was put into a field from a non-field zone this turn, while you control a water magic stone: Cancel that ability and destroy that resonator.
Puppet Soldier	TMS	TMS-044	TMS-044	Resonator	Human	{u}{1}	2	500	500	Water	C	Discard a card: This card gains [+200/+200] until end of turn.
Shion's Hymn	TMS	TMS-045	TMS-045	Spell:Chant		{u}{u}{1}	3			Water	R	Put target resonator on top of its owner's main deck. Reveal the top card of your main deck. If it's a water resonator with total cost 2 or less, put it into your field. As long as your J-ruler is "Coup d'Etat Mastermind, Shion", you may pay {u}{u} less to play its God's Art abilities this turn.
Songstress of Shangri-La | Coup d'Etat Mastermind, Shion	TMS	TMS-046-r,TMS-046-j	TMS-046	Ruler	Songstress			0 | 900	0 | 1000	Water	R	[Judgment] {u}{2} You may look at the top card of your main deck at any time. | You may look at the top card of your main deck at any time. When this card enters your field, reveal the top card of your main deck. If it's a resonator with total cost 5 or less, put it into your field. Otherwise, put it into your hand. God's Art [Serenade of Rebellion] {u}{u}: This card gains [+500/+500] until end of turn. Then it deals damage equal to its ATK to target J/resonator your opponent controls (Play God's Art [Serenade of Rebellion] only once per game.)
The Flower Prince	TMS	TMS-047	TMS-047	Resonator	Fairy Tale/Prince	{u}{2}	3	400	400	Water	U	Other Fairy Tale resonators you control cannot be targeted by spells or abilities your opponent controls. Rest another recovered Fairy Tale resonator you control: This card gains [0/+200] until end of turn.
Thumbelina	TMS	TMS-048	TMS-048	Resonator	Fairy Tale	{u}	1	0	600	Water	R	[Rest] Put a support counter on this card. [Rest] Target J/resonator gains [+200/+200] for each support counter on this card until end of turn. Then remove all support counters from this card.
Valentina, Puppet Monarch	TMS	TMS-049	TMS-049	Resonator	Twelve Apostles/Human	{u}{u}{2}	4	800	800	Water	SR	When this card enters your field, gain control of target resonator your opponent controls as long as this card is in a field.
Valentina's Resistance	TMS	TMS-050	TMS-050	Spell:Chant-Instant		{u}{1}	2			Water	U	Return target resonator to its owner's hand. Return up to one second target resonator to its owner's hand if this card was awakened. [Awakening] {u}, discard a card.
Wererabbit of the Aqua Moon	TMS	TMS-051	TMS-051	Resonator	Wererabbit	{u}{1}	2	300	300	Water	C	When this card enters your field, return target resonator with total cost 2 or less to its owner's hand.
Ambush!	TMS	TMS-052	TMS-052	Spell:Chant-Standby		{g}{1}	2			Wind	C	[Trigger] When a J/resonator your opponent controls attacks: You may put a wind resonator with total cost 3 or less from your hand into your field.
Avatar of the Seven Lands, Alice	TMS	TMS-053	TMS-053	Resonator	Avatar	{g}{g}{g}{3}	6	1500	1500	Wind	SR	[Quickcast] [Target Attack] If damage would be dealt to you, it's dealt to this card instead.
Child of the Forest	TMS	TMS-054	TMS-054	Resonator	Spirit	{g}{1}	2	300	900	Wind	C	As long as your ruler is "Yggdrasil, the World Tree", this card can block resonators with [Flying]. Prevent all damage that would be dealt to this card by J-rulers.
Foment of the World Tree	TMS	TMS-055	TMS-055	Spell:Chant		{g}{g}	2			Wind	R	Put any number of cards from your hand on the bottom of your main deck in any order, then draw that many cards plus one. You gain 800 life.
Heart Stirring Sage	TMS	TMS-056	TMS-056	Resonator	Human	{g}	1	0	600	Wind	U	[Rest] Target resonator's ATK becomes equal to its DEF until end of turn.
Huanglong, Leader of the Four Sacred Beasts	TMS	TMS-057	TMS-057	Resonator	Divine Beast	{g}{g}{4}	6	1000	1000	Wind	SR	When this card enters your field, for each different attribute among wills used to play this card, search your main deck for a Four Sacred Beasts that shares that attribute and put it into your field. Then shuffle your main deck. This card gains [+100/+100] for each Four Sacred Beasts you control.
Kujata, Sacred Ox	TMS	TMS-058	TMS-058	Resonator	Beast	{g}{1}	2	500	500	Wind	R	[Evolution] {g}{g}{2}. (If there are no evolution counters on this card, put an evolution counter on it.) As long as there are one or more evolution counters on this card, it gains [+500/+500]. Whenever an evolution counter is placed on this card, this and a J/resonator your opponent controls deal damage equal to their ATK to each other.
Moonbreeze Elf	TMS	TMS-059	TMS-059	Resonator	Elf	{g}	1	100	400	Wind	C	This card cannot be attacked. [Rest] Produce {m}.
Pricia's Call to Action	TMS	TMS-060	TMS-060	Spell:Chant-Instant		{g}	1			Wind	C	You may pay {g} less to play this card if it targets a Beast. Target resonator gains [Swiftness] and [Target Attack] until end of turn. Draw a card.
Rhythm of Life	TMS	TMS-061	TMS-061	Addition:Resonator		{g}{g}{1}	3			Wind	C	Added resonator gains [+800/+800]. When this card is put into a graveyard from your field, put it into its owner's hand.
Servant to the Sacred Moon	TMS	TMS-062	TMS-062	Resonator	Elf	{g}{1}	2	600	500	Wind	C	{m}: This card gains [0/+400] until end of turn.
Timekeeper Elf	TMS	TMS-063	TMS-063	Resonator	Elf	{g}{2}	3	500	500	Wind	U	When this card enters your field, put the top card of your magic stone deck into your magic stone area rested.
Wall of Wind	TMS	TMS-064	TMS-064	Spell:Chant-Instant		{g}	1			Wind	U	Cancel target spell unless its controller pays {1}.
Wind-Secluded Refuge	TMS	TMS-065	TMS-065	Addition:Field		{g}{1}	2			Wind	U	When this card enters your field, draw a card. When a spell or ability your opponent controls targets a J/resonator you control, you may banish this card. If you do, cancel that spell or ability.
Wolf in the Moonlight	TMS	TMS-066	TMS-066	Resonator	Beast	{g}{1}	2	500	500	Wind	C	[Awakening] {m}: When this card enters your field, put an evolution counter on it. As long as there are one or more evolution counters on this card, it gains [+300/+300] and [Target Attack]
World Tree Protector	TMS	TMS-067	TMS-067	Resonator	Avatar	{g}{1}	2	400	400	Wind	R	When this card is put into a graveyard from your field, search your main deck for an Avatar, reveal it and put it into your hand. Then shuffle your main deck. This card gains [+200/+200] for each Avatar in your graveyard.
Yggdrasil, the World Tree	TMS	TMS-068-r	TMS-068	Ruler	Ethereal Tree			0	0	Wind	R	If damage dealt by a card your opponent controls would reduce your life to 0 or less for the first time this game, it reduces your life to 100 instead. Then you may search your main deck and/or hand for up to one card named "Avatar of the Seven Lands, Alice" and up to one card named "Blade of the Seven Lands, Excalibur X" and put them into your field. Then shuffle your main deck.
Auspicious Bird of the Black Moon	TMS	TMS-069	TMS-069	Resonator	Bird	{b}{1}	2	500	500	Dark	C	{m}: This card gains [+200/+200] and [Flying] until end of turn.
Black Moon Fairy	TMS	TMS-070	TMS-070	Resonator	Fairy	{b}	1	200	200	Dark	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card is put into a graveyard from your field, put target non-darkness Fairy from your graveyard into your hand.
Call of the Primogenitor	TMS	TMS-071	TMS-071	Spell:Chant-Instant		{b}	1			Dark	C	Put target resonator from your graveyard into your hand. [Awakening] {m}{1}: Search your main deck for a darkness resonator, reveal it and put it into your hand. Then shuffle your main deck.
Conqueror of the Black Moon, Gill Lapis | Gill Lapis, the Primogenitor	TMS	TMS-072-r,TMS-072-j	TMS-072	Ruler	Wanderer			0 | 1200	0 | 1200	Dark	R	[Judgment] {b}{m}{1} Your opponent plays {1} more to play regalia's activate abilities. | When this card enters your field, you may search your main deck for a card named "Pitch Black Moon" and put it into your field. Then shuffle your main deck. {m}: Cancel target activate ability. {b}{1}: Target J/resonator gains [-200/-200] until end of turn. God's Art [Space-Time Control] {b}{m}{2}: Search your opponent's main deck for a resonator, regalia, and/or [Addition:Field] and put them into your field. The your opponent shuffles their main deck. (Play God's Art [Space-Time Control] only once per game.)
Demon of the Black Moon, Lilith	TMS	TMS-073	TMS-073	Resonator	Demon	{b}{b}	2	500	700	Dark	R	[Awakening] : When this card enters your field, destroy target resonator with total cost X or less. If you spent {m} to pay the [Awakening] cost, you gain life equal to that resonator's ATK.
Demonic Commander	TMS	TMS-074	TMS-074	Resonator	Demon	{b}{b}{1}	3	600	600	Dark	R	[Flying] (This card cannot be blocked by J/resonators without [Flying].) Whenever this card deals damage to your opponent, they discard a card.
Fallen Angelic Destroyer, Lucifer	TMS	TMS-075	TMS-075	Resonator	Angel/Demon	{b}{b}{2}	4	900	900	Dark	SR	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card enters your field, your opponent banishes a resonator. {b}{m}: Whenever this card deals damage this turn, you gain that much life. Play this ability only once per turn.
Fallen Hero	TMS	TMS-076	TMS-076	Resonator	Human	{b}{b}	2	600	600	Dark	U	Prevent all damage that would be dealt to this card by light resonators. {m}: This card gains [+100/+100] and [Target Attack] until end of turn.
Izanami, the Sealed Terror	TMS	TMS-077	TMS-077	Resonator	Twelve Apostles/Myth	{b}{1}	2	600	600	Dark	SR	{b}{b}{b}{2}, remove this card in your graveyard from the game: Destroy target resonator. {b}{m}, remove this card in your graveyard from the game: Your opponent discards a card.
Izanami's Curse	TMS	TMS-078	TMS-078	Spell:Chant-Instant		{b}	1			Dark	U	Target resonator gains [-100/-100] for each card in your graveyard until end of turn.
Knight's Shade	TMS	TMS-079	TMS-079	Resonator	Shadow/Knight	{b}{1}	2	300	300	Dark	C	When this card is put into a graveyard from your field, each player banishes a non-Shadow resonator.
Nighttime Raiders	TMS	TMS-080	TMS-080	Spell:Chant-Standby		{b}{2}	3			Dark	C	[Trigger] A resonator you controlled dealt damage to an opponent this turn: You may put a darkness resonator with total cost 5 or less from your hand into your field.
Pitch Black Moon	TMS	TMS-081	TMS-081	Addition:Field		{b}{1}	2			Dark	U	Your J-ruler gains [+200/+200] as long as it's darkness. {m}, discard a resonator: Put another target resonator from your graveyard into your hand.
Silencing Spell	TMS	TMS-082	TMS-082	Addition:Resonator		{b}	1			Dark	C	Added resonator gains "You pay {2} more to play normal spells.".
Space-Time Collapse	TMS	TMS-083	TMS-083	Spell:Chant		{b}{b}	2			Dark	R	Choose one - Destroy target resonator or regalia; or destroy up to one target resonator and up to one target regalia. Choose the second only if your J/ruler is "Conqueror of the Black Moon, Gill Lapis" or "Gill Lapis, the Primogenitor"
The Executioner	TMS	TMS-084	TMS-084	Resonator	Zombie	{b}	1	300	300	Dark	C	[Stealth] You control a darkness magic stone and a resonator was put into your opponent's field this turn. (While this card is in your chant-standby area, you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field from a chant-standby area, destroy target resonator with total cost 3 or less.
Witch of the Night	TMS	TMS-085	TMS-085	Resonator	Witch	{b}	1	0	800	Dark	U	{m}: Target resonator gains [-200/0] until end of turn.
Magic Screw	TMS	TMS-086	TMS-086	Addition:Resonator		{1}	1			Void	C	Added resonator gains [+600/+600] as long as it is with no attribute.
Marybell, Insane Self-Aware Machine	TMS	TMS-087	TMS-087	Resonator	Machine	{5}	5	1200	1200	Void	R	[Pierce] {1}, rest another recovered resonator you control: This card gains [+X/+Y] until end of turn, where X is the ATK and Y is the DEF of the resonator rested this way. This card gains that resonator's symbol skills until end of turn.
Pricia, Pursuant of Exploding Flame	TMS	TMS-088	TMS-088	Resonator	Beast	{g}{r}{1}	3	700	400	Fire/Wind	R	[Swiftness] [Target Attack] [First Strike] {g}: This card gains [Flying] until end of turn. When this card is put into a graveyard from your field, it deals 500 damage to your opponent.
Seal of Wind and Light	TMS	TMS-089	TMS-089	Spell:Chant-Instant		{w}{g}	2			Light/Wind	C	Cancel target spell. [Awakening] {m}: Players cannot chase this card.
Space-Time Anomaly	TMS	TMS-090	TMS-090	Spell:Chant-Instant		{u}{b}	2			Water/Dark	C	[Remnant] (You may play this card from your graveyard. If you do, remove it from the fame instead of putting it anywhere else any time it would leave the chase.) Target J/resonator gains [-500/-500] until end of turn. Draw a card.
Blade of the Seven Lands, Excalibur X	TMS	TMS-091	TMS-091	Regalia		{3}	3			Void	R	You cannot be targeted by spells or abilities your opponent controls. Your J-ruler and resonators named "Avatar of the Seven Lands, Alice" you control gain [+400/+400]. Whenever your J-ruler or an "Avatar of the Seven Lands, Alice" you control becomes targeted by spells or abilities, cancel that spell or ability unles its controller pays {2}.
Heavenly Instrument, Hydromonica	TMS	TMS-092	TMS-092	Regalia		0	0			Void	R	[Rest] Put the top card of your main on the bottom of your main deck. {2},[Rest]banish this card: Search your main deck for a card. Then shuffle your main deck and put that card on top of your main deck. If your J/ruler is "Songtress of Shangri-La" or "Coup d'Etat Mastermind, Shion", you may pay {1} less to play this ability.Discard another card named "Heavenly Instrument, Hydromonica": Draw a card.
