Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Sympathy of Fire and Water	LEL	LEL-089	LEL-089	Chant		{r}{u}	2			Fire/Water	U	Choose one, if you control a fire J/resonator and another water J/resonator, you may choose both - Produce {r}{u}{1}, Spend this will only yo play Ancient Magic cards; or target chant in your graveyard gains [Remnant] untl end of turn.
The Manticore	LEL	LEL-090	LEL-090	Resonator	Chimera	{g}{d}{3}	5	900	900	Wind/Darkness	R	[Flying]  When this card enters your field => Choose one - Look at your opponent's hand and choose a card. They discard that card; or destroy target addition or regalia your opponent controls.
Tuning of Wind and Darkness	LEL	LEL-091	LEL-091	Chant		{g}{d}{1}	3			Wind/Darkness	U	Choose one, if you control a wind J/resonator and another darkness J/resonator, you may choose both - Recover up to four magic stones; or put target resonator from your graveyard into your hand.
Twin-Headed Dragon	LEL	LEL-092	LEL-092	Resonator	Dragon	{r}{u}{2}	4	1000	1000	Fire/Water	R	[Flying]Your may spend will to play this card's [Awakening] costs as though this card were an Ancient Magic.[Awakening] {r}: When this card enters your field => It deals 1000 damage to target resonator.[Awakening] {u}: When this card enters your field => Rest up to two target resonators. They don't recover during their controller's next recovery phase.
Valentina's Reach	LEL	LEL-093	LEL-093	Chant		{u}{d}	2			Water/Darkness	R	Choose one - Your opponent discards X cards; or you draw X cards.
Wetlands of Magical Origin	LEL	LEL-094	LEL-094	Addition		{g}{d}	2			Wind/Darkness	U	[Rest] Recover target magic stone.
White Horn Kaichi	LEL	LEL-095	LEL-095	Resonator	Divine Beast	{w}{g}	2	500	500	Light/Wind	C	[Precision] [Inheritance] {w}{g}: Target J/resonator gains [+500/+500] and [Precision] until end of turn. (Pay {w}{g} and discard this card to play this ability.)
Arla, the Light Wing	VIN003	VIN003-001	VIN003-001	Resonator	Angel	{w}{w}{2}	4	800	800	Light	C	[Flying] Other J/resonators you control with [Flying] gain [Barrier]. [Rest] This card deals 400 damage to target attacking J/resonators.{w}, [Rest] Destroy addition or regalia. {w}{w}{w} [Rest] Destroy target J/resonator with [Flying].
Arthur, Paladin King of the Round Table	VIN003	VIN003-002	VIN003-002	Resonator	Knight of the Round Table	{w}{w}{2}	4	900	900	Light	C	When this card enters you field -> Choose a race. J/resonators you control of the chosen race gain [+200/+200]
Dragon Knight Commander, Siegfried	VIN003	VIN003-003	VIN003-003	Resonator	Dragon Knight	{w}{w}{1}	3	700	700	Light	C	When this card enters your field -> Recover all Dragons you control. This card gains [+600/+600] and [Flying] as long as you control a Dragon.
Faria, Paladin of the Dawn	VIN003	VIN003-004	VIN003-004	Resonator	Paladin	{w}{w}	2	600	600	Light	C	Prevent all damage that would be dealt to this card while it is battling. {w}{w}: Cancel target spell or ability targeting this card.
Gloria's Castle Town	VIN003	VIN003-005	VIN003-005	Addition		{w}{1}	2			Light	C	Whenever you gain life, target resonator gains [+300/+300] until end of turn.
Grimm, the Legendary King of Fairy Tales	VIN003	VIN003-006	VIN003-006	Resonator	Human	{w}{w}{1}	3	800	800	Light	C	Resonators you control and resonators you own in non-field zones gain Fairy Tale in addition to their own races. This card gains "Whenever this card attacks or blocks => Force 1. This card gains [+X00/+X00] until end of turn, where X is the result of the roll." as long as your J/ruler is "Millium, Prince of the Light Palace" or "Millium, Voice of a New Generation."
Guardian of Light Magic Stones | Avatar of Light Magic Stones	VIN003	VIN003-007-r,VIN003-007-j	VIN003-007	Ruler	Dragon			0 | 1000	0 | 1200	Light	R	[Judgment] {w}{w}{1} Enegrize {w} [Resonance] Light Magic Stone => Target resonator you control gains [+200/+200] until end of turn.  |  [Flying] When this card enters your field => Destroy all non-magic stone, non-J-ruler cards.
Knight Lord of Godspeed	VIN003	VIN003-008	VIN003-008	Resonator	Knight	{w}{w}{3}	5	1000	1000	Light	C	[Swiftness] When this card enters your field => J/resonators you control gain [Precision] until end of turn.
Light Wizard	VIN003	VIN003-009	VIN003-009	Resonator	Wizard	{w}	1	200	200	Light	C	[Rest]Produce {w}. Whenever you play a light chant -> You gain 200 life.
Lumia, Saint of Creation	VIN003	VIN003-010	VIN003-010	Resonator	Human	{w}{1}	2	400	700	Light	C	When this card enters your field => Remove the top card of your deck from the game face down. If your J/ruler has "Lumia" in its name, remove the top three cards of your deck from the game instead. You may look at them at any time. You may play cards removed by this card.
Manifestation of Power	VIN003	VIN003-011	VIN003-011	Chant		{w}	1			Light	C	[Quickcast] Choose one - Recover target resonator you control and draw a card; or destroy target addition.
Protective Barrier	VIN003	VIN003-012	VIN003-012	Chant		{w}	1			Light	C	Prevent all damage that would be dealt to target resonator until end of turn.
Sol, Envoy of Light	VIN003	VIN003-013	VIN003-013	Resonator	Spirit	{w}{1}	2	400	400	Light	C	When this card enters your field => Reveal the top card of your magic stone deck. If it's a non-special light magic stone, put it into your field.
The Final Word	VIN003	VIN003-014	VIN003-014	Chant		{w}{w}				Light	C	Target blocking resonator you control gains [+1000/+1000] until end of turn.
Zero's Magic Light	VIN003	VIN003-015	VIN003-015	Chant		{w}				Light	C	[Quickcast] If your J/ruler is "Zero, Six Sage of Light" or "Zero, Master of the Magic Saber", you may pay {w} less to play this card. Remove target attacking or blocking resonator from the game.
Bahamut, Phantasmal Dragon	VIN003	VIN003-016	VIN003-016	Resonator	Dragon	{r}{r}{4}	6	1000	1000	Fire	C	[Incarnation] {r}{r}{r}. [Flying] When this card enters your field => It deals 700 damage to target player or J/resonator.
Barbatos, World's Greatest Eccentric	VIN003	VIN003-017	VIN003-017	Resonator	Daimyo	{r}{r}{2}	4	1000	1000	Fire	C	[Swiftness] When this card enters your field -> Rest all other J/resonators.
Barust, Machine Deity of Purgatory	VIN003	VIN003-018	VIN003-018	Resonator	Demon	{w}	1	0	100	Fire	C	This card gains [+200/+200] for each magic stone in all graveyards. [Rest] banish a magic stone: This card deals 500 damage to target resonator. [Rest] banish two magic stones: Destroy target special magic stone.
Blood Boil	VIN003	VIN003-019	VIN003-019	Chant		{r}{1}	2			Fire	C	Choose one - This card deals 600 damage to your opponent. Your opponent cannot gain life until end of turn; or target resonator you control gains [+800/+800] until end of turn. At the next end of turn, destroy that resonator.
Burn to Cinders	VIN003	VIN003-020	VIN003-020	Chant		{r}{r}	2			Fire	C	This card deals 700 damage to target J/resonator. If it's a J-ruler, it loses [Imperishable] until end of turn. If it's a resonator and it would be put into a graveyard from a field this turn, remove it from game instead.
Cain, Treacherous Killer of the Gods	VIN003	VIN003-021	VIN003-021	Resonator	Wizard	{r}	1	0	400	Fire	C	[Rest] This card deals 200 damage to target opponent.
Certo, the Blazing Volcano	VIN003	VIN003-022	VIN003-022	Addition		{r}{1}	2			Fire	C	Players cannot gain life. Whenever a resonator is put into a graveyard from a field, this card deals 100 damage to each player.
Demonflame	VIN003	VIN003-023	VIN003-023	Chant		{r}	1			Fire	C	Choose one - This card deals 500 damage to target resonator; or destroy target resonator that was dealt damage this turn.
Fire Wizard	VIN003	VIN003-024	VIN003-024	Resonator	Wizard	{r}	1	200	200	Fire	C	[Rest] Produce {r}. Whenever you play a fire chant -> This card may deal 100 damage to target J/resonator.
Guardian of Fire Magic Stones | Avatar of Fire Magic Stones	VIN003	VIN003-025-r,VIN003-025-j	VIN003-025	Ruler	Dragon			0 | 1200	0 | 1000	Fire	R	[Judgment] {r}{r}{3} Energize{r} [Resonance] Fire Magic Stone => This card may deal 200 damage to target resonator.  |  [Flying] When this card enters your field => This card deals 1000 damage to each resonator your opponent controls. If a resonator dealt damage by this card this turn would be put into a graveyard, remove it from the game instead.
Introspective Jutsu	VIN003	VIN003-026	VIN003-026	Chant						Fire	C	[Quickcast] Target resonator gains [+1000/0] until end of turn.
Melgis, King of Conquest	VIN003	VIN003-027	VIN003-027	Resonator	Swordsman	{r}{r}	2	600	400	Fire	C	[Swiftness] Players cannot gain life.
Salamander, Envoy of Fire	VIN003	VIN003-028	VIN003-028	Resonator	Spirit	{r}{r}{2}	4	600	600	Fire	C	When this card enters your field => It deals 600 damage to target opponent and target resonator your opponent controls.
Shimazu Yoshihiro, Feudal Flame Lord	VIN003	VIN003-029	VIN003-029	Resonator	Daimyo	{r}{r}{1}	3	800	800	Fire	C	[Swiftness] Whenever a J/resonator you control is blocked => Destroy it and the blocking J/resonator.
Sylvia Gill Palarilias, Infernal Dragon	VIN003	VIN003-030	VIN003-030	Resonator	Dragon	{r}{r}{1}	3	800	700	Fire	C	[Flying] [Awakening] {g}: When this card enters your field => Put a [500/500] fire/wind Dragon resonator token with [Flying] into your field. This card gains [Swiftness] as long as your J/ruler is "Sylvia Gill Palarilias".
Alice, Dimensional Traveler	VIN003	VIN003-031	VIN003-031	Resonator	Wander	{u}{2}	3	500	500	Water	C	While you are searching your deck, you may play this card from your deck. If this card would be put into a graveyard from your field, put it on the bottom of its owner's deck instead.
Charlotte's Water Transformation Magic	VIN003	VIN003-032	VIN003-032	Chant		{u}	1			Water	C	[Quickcast] [Remnant] Target resonator loses all abilities and becomes a [400/400] Bear until end of turn.
Charm of the Princess	VIN003	VIN003-033	VIN003-033	Chant		{u}{u}{x}				Water	C	Gain control of target resonator with total cost X or less.
Chronos, the God of Time	VIN003	VIN003-034	VIN003-034	Resonator	Myth	{u}{u}{2}	4	0	1000	Water	C	At the beginning of your turn => Draw a card.
Dance of Inspiration	VIN003	VIN003-035	VIN003-035	Chant		{u}	1			Water	C	Target water resonator gains [0/+400] until end of turn. Recover that resonator.
Guardian of Water Magic Stones | Avatar of Water Magic Stones	VIN003	VIN003-036-r,VIN003-036-j	VIN003-036	Ruler	Dragon			0 | 1100	0 | 1100	Water	C	[Judgment] {u}{u}{3} Energize{u} [Resonance] Water Magic Stone => Look at the top card of your deck, then put it on the top or the bottom of your deck.  |  t[Flying] When this card enters your field => Return all resonators your opponent controls to their owners' hand.
Kaguya, Guardian of the Moon	VIN003	VIN003-037	VIN003-037	Resonator	Myth	{u}{1}	2	300	300	Water	C	[Rest] Put a [100/100] water Rabbit resonator token into your field. Rabbit resonators you control gain [+100/+100] as long as you control a Moon addition.
Nymph, Envoy of Water	VIN003	VIN003-038	VIN003-038	Resonator	Spirit	{u}{3}	4	700	1200	Water	C	[Flying]
Separation of Body and Soul	VIN003	VIN003-039	VIN003-039	Chant		{u}	1			Water	C	Destroy target resonator with ATK different from its printed ATK or DEF different from its printed DEF.
Shackles of Ice	VIN003	VIN003-040	VIN003-040	Addition		{u}	1			Water	C	As long as this card is not bestowed to a card, players cannot play rulers' activate abilities. Bestowed resonator's controller cannot play its activate abilities. Bestow {u}, [Rest] (Bestow this card to target resonator. Play this ability only if this card is not bestowed to a card and only anytime you can play a chant.)
Shion, the Entrancing Songstress	VIN003	VIN003-041	VIN003-041	Resonator	Human	{u}{u}{1}	3	700	700	Water	C	[Quickcast] When this card enters your field -> J/resonators you control gain [0/+X00] until end of turn, where X is the number of water magic stones you control. This card gains [Barrier] (Resonator) as long as you J/ruler is Songstress of Shangri-La or Coup d'Eat Mastermind, Shion.
Tomoe Gozen, Merciful Aqua Twin Swords	VIN003	VIN003-042	VIN003-042	Resonator	Swordsman	{u}{1}	2	500	600	Water	C	[Awakening] {u}: When this card enters your field => Return target resonator to its owner's hand. [Awakening] {u}: When this card enters your field => Return target resonator to its owner's hand.
Triton, Emperor of the Seven Seas	VIN003	VIN003-043	VIN003-043	Resonator	Myth	{u}{u}	2	400	400	Water	C	When this card enters your field -> Gain control of target resonator until end of turn.
Valentina, Maiden of the Oceans	VIN003	VIN003-044	VIN003-044	Resonator	Human	{u}{u}{4}	6	1200	1200	Water	C	If your J/ruler is "Valentina, the Princess of Love" or "Valentina, the Ruler of Paradise", you may pay {1} less to play this card. [Rest] discard a card: Return target resonator to its owner's hand. [Rest] discard three cards: Gain control of target resonator.
Water Wizard	VIN003	VIN003-045	VIN003-045	Resonator	Wizard	{u}	1	200	200	Water	C	[Rest]: Produce {u}. Spend this will only to play chants. When you play a water chant -> Look at the top card of your deck, then put it on top or bottom of your deck.
Count D'Artagnan	VIN003	VIN003-046	VIN003-046	Resonator	Catman/Musketeer	{g}{g}	2	400	600	Wind	C	{g}: This card deals 100 damage to target resonator. It loses [Flying] until end of turn.
Frigg, Goddess of Abundant Harvests	VIN003	VIN003-047	VIN003-047	Resonator	Myth	{g}{g}{3}	5	800	800	Wind	C	When this card enters your field => Put up to one target resonator, up to one target addition, and up to on target chant from your graveyard into your hand.
Guardian of Wind Magic Stones | Avatar of Wind Magic Stones	VIN003	VIN003-048-r,VIN003-048-j	VIN003-048	Ruler	Dragon			0 | 1000	0 | 1200	Wind	R	[Judgment] {g}{g}{3} Energize{g} [Resonance] Wind Magic Stone => Target resonator gains "[Rest] Produce {w}, {r}, {u}, {g}, or {d}." until end of turn.  |  When this card enters your field => Put two [100/100] wind Elf resonator tokens into your field. Resonators you control gain "[Rest] Produce {w}, {r}, {u}, {g}, or {d}.".
Heavenly Gust	VIN003	VIN003-049	VIN003-049	Chant		{g}{g}	2			Wind	C	[Quickcast] Choose one - Destroy target addition or regalia; [Torrent] (As you play this card, if you played one or more other cards this turn, it gains the following text.) Destroy all additions and regalia your opponent controls.
Helsing, Hunter of the Undead	VIN003	VIN003-050	VIN003-050	Resonator	Elf	{g}{g}{1}	3	800	700	Wind	C	When this card enters your field -> Remove target darkness resonator from the game. Prevent all damage that would be dealt to this card by darkness resonators.
Little Red, Fairy Tale of Air	VIN003	VIN003-051	VIN003-051	Resonator	Fairy Tale	{g}	1	300	300	Wind	C	This card gains [+100/+100] for each wind magic stone you control. This card gains [Swiftness] as long as you control a non-special wind magic stone.
Oberon, Lord of Elves	VIN003	VIN003-052	VIN003-052	Resonator	Elf	{g}{g}{g}{2}	5	700	700	Wind	C	When this card enters your field => Put three [100/100] wind Elf resonator tokens into your field.
Pricia, Wild Child	VIN003	VIN003-053	VIN003-053	Resonator	Human/Beast	{g}	1	100	100	Wind	C	[Resonance] Wind Magic Stone => Put two [+100/+100] counters on this card. This card gains [Precision] and [+100/+100] as long as your J/ruler is "Pricia, the Beast Lady" or "Pricia, the Commander of Sacred Beasts".
Pricia's Call to Action	VIN003	VIN003-054	VIN003-054	Chant		{g}	1			Wind	C	You may pay {g} less to play this card if it targets a Beast. Target resonator gains [Swiftness] and [Target Attack] until end of turn. Draw a card.
Rapid Growth	VIN003	VIN003-055	VIN003-055	Chant		{g}	1			Wind	C	[Remnant] Target J/resonator gains [+400/+400] until end of turn.
Scheherazade, the Prophet	VIN003	VIN003-056	VIN003-056	Resonator	Wander	{g}{g}{g}{g}	4	900	900	Wind	C	When this card enters your field => Put target resonator on top of its owner's deck.
Silph, Envoy of Wind	VIN003	VIN003-057	VIN003-057	Resonator	Spirit	{g}{g}	2	600	600	Wind	C	[Resonance] Wind Magic Stone => Recover this card.
The Beast Queen's Counterattack	VIN003	VIN003-058	VIN003-058	Chant		{g}{g}	2			Wind	C	Target J/resonator you control gains [+400/+400] until end of turn. Then that card and target J/resonator your opponent controls deal damage equal to their ATK to each other.
The World Tree's Guardian	VIN003	VIN003-059	VIN003-059	Resonator	Treeman	{g}	1	300	300	Wind	C	{g}: This card gains [+200/+200] until end of turn.
Wind-Secluded Refuge	VIN003	VIN003-060	VIN003-060	Addition		{g}{1}	2			Wind	C	When this card enters your field, draw a card. When a spell or ability your opponent controls targets a J/resonator you control, you may banish this card. If you do, cancel that spell or ability.
Abdul Alhazred, Poet of Madness	VIN003	VIN003-061	VIN003-061	Resonator	Wizard	{d}{d}	2	600	600	Darkness	C	Resonators entering your opponent's field don't cause their own abilities to trigger.
Baleful Avatar	VIN003	VIN003-062	VIN003-062	Resonator	Avatar	{d}{d}	2	300	400	Darkness	C	When this card enters your field -> Your opponent discards a card.
Dark Purge	VIN003	VIN003-063	VIN003-063	Chant		{d}{1}	2			Darkness	C	Target J/resonator gain [-600/-600] until end of turn.
Darkness Wizard	VIN003	VIN003-064	VIN003-064	Resonator	Wizard	{d}	1	200	200	Darkness	C	[Rest]: Produce {d}. Spend this will only to play chants. Whenever you play a darkness chant -> You may put the top card of your deck into your graveyard.
Dracula, King of the Undead	VIN003	VIN003-065	VIN003-065	Resonator	Vampire	{d}{d}{2}	4	1000	1000	Darkness	C	[Flying] Your J-ruler gains Imperishable and Vampire in addition to its own races.
Endless Night	VIN003	VIN003-066	VIN003-066	Chant		{d}{d}{1}				Darkness	C	Destroy target resonator your opponent controls. Then all resonators gain [-200/-200] until end of turn.
Gill Lapis, the Pure Youth	VIN003	VIN003-067	VIN003-067	Resonator	Wanderer	{d}{d}{d}{3}	6	1000	1000	Darkness	C	When this card enters you field -> Your opponent chooses a card they control. Destroy all non-magic stone cards expect this card and the chosen card. Put X [+100/+100] counters on this card, where X is the number of cards destroyed this way.
Guardian of Darkness Magic Stones | Avatar of Darkness Magic Stones	VIN003	VIN003-068-r,VIN003-068-j	VIN003-068	Ruler	Dragon			0 | 1200	0 | 1000	Darkness	R	[Judgment] {d}{d}{3} Energize{d} [Resonance] Darkness Magic Stone => Target J/resonator gains [-100/-100] until end of turn.  |  [Flying] When this card enters your field => Your opponent banishes two resonators.
Loki, Being of the End	VIN003	VIN003-069	VIN003-069	Resonator	Myth	{d}{d}	2	500	100	Darkness	C	This card gains [0/+100] for each card in your graveyard. This card gains [Flying] and "Whenever this card deals damage => You gain that much life." as long as you have ten or more cards in your graveyard.
Rezzard, the Vampire Lord	VIN003	VIN003-070	VIN003-070	Resonator	Vampire	{d}{d}{d}	3	800	800	Darkness	C	At end of turn => Put all resonators that were dealt damage by this card this turn from their owners' graveyards into your field. When this card leaves your field for a non-field zone => Banish all resonator put into a field by this card. This card gains "Whenever this card deals damage => You gain that much life." as long as your J/ruler is "Rezzard, the Undead Lord" or "Rezzard, the Desecrating Vampire".
Sariel, Lord of the Moons	VIN003	VIN003-071	VIN003-071	Resonator	Fallen Angel	{d}{d}{2}	4	600	800	Darkness	C	{d}, [Rest] banish another resonator: Put target resonator from your graveyard into your field. Play this ability during your turn.
Shade, Envoy of Darkness	VIN003	VIN003-072	VIN003-072	Resonator	Spirit	{d}{d}	2	600	400	Darkness	C	[Rest] banish this card: This card deals 600 damage to target J/resonator and you gain 600 life. [Resonance] Darkness Magic Stone => You may pay {d}{d}{d}. If you do, put this card from your graveyard into your hand.
The Gate of the Silver Key	VIN003	VIN003-073	VIN003-073	Chant		{d}				Darkness	C	You may pay 1 less to play [Judgment] abilities. {d}{d}{2}, banish this card: Your opponent discards a card.
The Scorn of Dark Alice	VIN003	VIN003-074	VIN003-074	Chant		{d}				Darkness	C	Look at target opponent's hand and choose a resonator. They discard that card.
Unseen Pressure	VIN003	VIN003-075	VIN003-075	Chant		{d}				Darkness	C	Destroy target resonator with 400 or less ATK.
Alisaris, Scholar of Phenomena	VIN003	VIN003-076	VIN003-076	Resonator	Wizard	{r}{u}{1}	3	700	600	Fire/Water	C	[Quickcast] When this card enters your field -> You may remove a chant in your graveyard from the game. When this card is put into a graveyard from your field -> You may play a chant card from your removed area.
Blazer Gill Rabus, the Pursuer	VIN003	VIN003-077	VIN003-077	Resonator	Minion of Primogenitor	{r}{d}{2}	4	900	900	Fire/Darkness	C	When this card enters your field -> Destroy target J-ruler.
Jeanne D'Arc the Maid of Orleans	VIN003	VIN003-078	VIN003-078	Resonator	Myth	{w}{u}{1}	3	600	600	Light/Water	C	When this card enters your field -> You gain 600 life. When this card is put into a graveyard from your field -> Draw a card.
Karmic Governor, Laplace	VIN003	VIN003-079	VIN003-079	Resonator	Clown	{f}{g}{3}	5	1200	1200	Fire/Wind	C	[Flying] [First Strike] Whenever this card attacks -> J/resonators you control gain [Flying] and [First Strike] until end of turn.
Machina, the Clockwork King	VIN003	VIN003-080	VIN003-080	Resonator	Machine	{u}{d}{1}	3	600	600	Void	C	(This card has no attribute.) When this card enters your field => Reveal the top card of your deck. If it's a Machine, you may put it into your field. At the next end of turn => Return it to its owner's hand.
Odin the Ominiscient	VIN003	VIN003-081	VIN003-081	Resonator	Myth	{g}{d}{4}	6	1000	1000	Wind/Darkness	C	If you would produce will with a magic stone you control, you produce that will plus one of the same kind as another will produced this way instead.
Pandora, the Goddess of Light and Dark	VIN003	VIN003-082	VIN003-082	Resonator	Human	{w}{d}	2	500	700	Light/Darkness	C	Whenever this card attacks -> [Force] 1. Your  opponent loses X00 life, where X is the result of the roll. Whenever this card blocks -> [Force] 1. You gain X00 life, where X is the result of the roll.
Snow White, the Avenger	VIN003	VIN003-083	VIN003-083	Resonator	Fairy Tale	{w}{r}{1}	3	800	800	Light/Fire	C	[Precision] This card gains [First Strike] as long as your life is 3000 or less. This card gains [Swiftness] as long as your life is 2000 or less. This card gains [+100/+100] as long as your life is 1000 or less.
Vafthruthnir, Giant Wiseman	VIN003	VIN003-084	VIN003-084	Resonator	Giant	{u}{g}{2}	4	600	600	Water/Wind	C	[Quickcast] When this card enters your field -> Cancel target resonator spell.
Yggdrasil, the First Tree	VIN003	VIN003-085	VIN003-085	Resonator	Treasure Tree	{w}{g}{1}	3	0	1200	Light/Wind	C	[Rest] Produce two wills in any combination of attributes.
Dragon Power	RDE	RDE-001	RDE-001	Chant	Ancient Magic	{w}{1}	2			Light	R	[Quickcast] [Force] 1 (Roll a die.) Target J/resonator gains [+X00/+X00] until end of turn, where X is the result of the roll. Recover that card if it's a Dragonoid.
Guardian of Altean Law	RDE	RDE-002	RDE-002	Resonator	Ancient	{w}{w}{1}	3	300	1000	Light	U	Each turn, J/resonators your opponent controls cannot attack unless it's your opponent's first attack this turn.
Rachel, Nephilim Commander	RDE	RDE-003	RDE-003	Resonator	Ancient/Angel/Demon	{w}{2}	3	700	700	Light	R	[Resonance] Darkness Magic Stone => You may destroy target resonator with total cost 2 or less. If you do, put a mana counter on your J/ruler if it has [Mana].
Ryula, Alabaster Dragon Princess	RDE	RDE-004	RDE-004	Resonator	Ancient/Dragonoid	{w}{w}{1}	3	800	800	Light	SR	When this card enters your field => Choose one - Put target Dragonoid with total cost 2 or less from your graveyard into your field; or if your ruler is astral, heal it. Other Ancients and Dragonoids your control gain [+200/+200].
Shield of the Nephilim	RDE	RDE-005	RDE-005	Chant	Ancient Magic	{w}	1			Light	U	Target resonator cannot be destroyed until end of turn. [Awakening] {d}: That resonator gains "Whenever this card deals damage to a resonator => Destroy that resonator." until end of turn.
Tiny Alabaster Drake	RDE	RDE-006	RDE-006	Resonator	Dragon 	{w}	1	100	300	Light	C	[Flying] Whenever this card attacks => [Force] 1 (Roll a die.) This card gains [+X00/0] until end of turn, where X is the result of the roll.
Unleashed Dragonoid	RDE	RDE-007	RDE-007	Resonator	Ancient/Dragonoid	{w}{1}	2	200	800	Light	C	Whenever this card attacks => [Force] 1 (Roll a die.) This card gains [+X00/0] until end of turn, where X is the result of the roll.
Zero's Wrath	RDE	RDE-008	RDE-008	Chant		{w}{w}{2}	4			Light	C	[Quickcast] Destroy all resonators your opponent controls that dealt damage this turn.
Fiery Soldier of Milest	RDE	RDE-009	RDE-009	Resonator	Soldier	{r}{1}	2	600	600	Fire	U	Treat this card as a fire magic stone.
Memory to Memoria	RDE	RDE-010	RDE-010	Chant		{r}	1			Fire	C	Choose one - This card deals 400 damage to target resonator. Produce {r}; or this card deals 500 damage to target player.
Milest, the First Flame	RDE	RDE-011	RDE-011	Resonator	Six Sages	{r}{r}{r}	3	0	800	Fire	SR	[Swiftness] This card gains [+100/0] for each fire magic stone you control. [Resonance] Fire Magic Stone => This card gains [+100/0] for each fire magic stone you control and [Pierce] until end of turn.
Reincarnation	RDE	RDE-012	RDE-012	Chant		{r}{r}{r}	3			Fire	R	As an additional cost to play this card, banish any number of resonators. Reveal the top X cards of your deck, where X is the number of resonators banished this way. Put all revealed resonators into your field and the rest into your graveyard.
Rising Fire Strike	RDE	RDE-013	RDE-013	Chant		{r}{r}{1}	3			Fire	U	Discard a card. J/resonators you control gain [+X00/0] until end of turn, where X is the total cost of the card discarded this way.
Salamander, the Spirit of Fire	RDE	RDE-014	RDE-014	Resonator	Spirit	{r}	1	300	100	Fire	R	Banish this card: This card deals damage equal to its ATK to target J/resonator.
Sprinting Flame Horse	RDE	RDE-015	RDE-015	Resonator	Beast	{r}	1	200	200	Fire	C	[Swiftness] [Inheritance] {r}: Target J/resonator gains [+200/+200] and [Swiftness] until end of turn.
Vengeful Attoractian Wizard	RDE	RDE-016	RDE-016	Resonator	Wizard	{r}{r}	2	600	600	Fire	C	[Resonance] Fire Magic Stone (Whenever a fire magic stone enters your field.) => This card deals 200 damage to target opponent.
Apprentice Wererabbit	RDE	RDE-017	RDE-017	Resonator		{u}	1	100	300	Water	C	[Resonance] Water Magic Stone (Whenever a water magic stone enters your field.) => This card gains [+300/+300] and [Flying] until end of turn.
Charlotte's Water Dragon Technique	RDE	RDE-018	RDE-018	Chant		{u}{u}	2			Water	U	[Quickcast] [Remnant] Target resonator loses all abilities and becomes an [800/800] Dragon with [Flying] until end of turn.
Dragonoid Jailor	RDE	RDE-019	RDE-019	Resonator	Ancient/Dragonoid	{u}{1}	2	500	700	Water	C	[Rest]: [Force] 1 (Roll a die.) Target J/resonator gains [-X00/0] until end of turn, where X is the result of the roll.
Eia, God of Water	RDE	RDE-020	RDE-020	Resonator	Myth	{u}{u}{2}	4	1000	1000	Water	SR	[Barrier] (Resonator) This card gains [+500/+500] and "This card cannot be blocked" as long as your control seven or more water stones. [Resonance] Water Magic Stone => Draw a card.
Kaguya's Decision	RDE	RDE-021	RDE-021	Chant		{u}{1}	2			Water	R	Reveal the top four cards of your deck. You may put a Treasury Item with total cost 3 or less from among them into your field. Put the rest on the bottom of your deck in any order.
Manservant to the Water God	RDE	RDE-022	RDE-022	Resonator	Spirit	{u}{1}	2	600	600	Water	U	Treat this card as a water magic stone.
Undine, the Spirit of Water	RDE	RDE-023	RDE-023	Resonator	Spirit	{u}{1}	2	400	400	Water	R	When this card enters your field => You may return target resonator your opponent controls with total cost less than or equal to the number of water magic stones you control to its owner's hand.
Water Kimono of Twelve Parts	RDE	RDE-024	RDE-024	Addition	Treasury Item	{u}	1			Water	C	You may have up to twelve copies of this card in your deck. [Bestow] [Rest]. Bestowed resonator gain [+100/+100] for each "Water Kimono of Twelve Parts" bestowed to it. When this card is bestowed to a resonator -> If you control a resonator and twelve "Water Kimono of twelve Parts" bestowed to it, you win the game.
Divine Bird of Attoractia	RDE	RDE-025	RDE-025	Resonator	Divine Beast	{g}	1	100	100	Wind	C	[Flying] [Inheritance] {g}: Draw a card. When this card leaves your field for a non-field zone => Draw a card.
Gilgamesh, Immortal Hunter	RDE	RDE-026	RDE-026	Resonator	Myth	{g}{g}{2}	4	700	1000	Wind	SR	As long as you control three or more Treasury Items, this card cannot be destroyed. This card gains [+100/0] for each Treasury Item you control. [Resonance] Wind Magic Stone => Produce {w}, {r}, {u}, {g}, or {d}.
Heavenly Ox	RDE	RDE-027	RDE-027	Resonator	Beast	{g}{g}{1}	3	700	700	Wind	U	[Rest]: Target J/resonator gains [+700/+700] until end of turn.
Miracle Millennia Medicine	RDE	RDE-028	RDE-028	Addition	Treasury Item	{w}	1			Wind	C	Banish this card: Target up to three non-magic stone cards in a single graveyard. The owner of those cards shuffles them into their deck.
Research!	RDE	RDE-029	RDE-029	Chant		{g}{x}	1			Wind	U	Look at the top X cards of your deck. You may play a card from among them with total cost X or less without paying its cost. Put the rest on the bottom of your deck in a random order.
Silph, the Spirit of Wind	RDE	RDE-030	RDE-030	Resonator	Spirit	{w}	1	200	200	Wind	R	Whenever another spirit enters a field => Put a [+100/+100] on this card.
Spinning Myths	RDE	RDE-031	RDE-031	Chant		{g}{g}{1}	3			Wind	R	Put a Myth resonator from you hand into your field. [Torrent] Put the top card of your magic stone deck into your field.
